openalex_id,level,parent_3,parent_2,parent_1,display_name,journals_count
C68801617,3,Chemistry,Physical chemistry,Electrode,Electrolyte,5
C518429986,3,Sociology,Demography,Population,Fertility,5
C2910068830,3,Biology,Endocrinology,Diabetes mellitus,Type 2 Diabetes Mellitus,5
C141231307,3,Biology,Biochemistry,Gene,Genome,5
C86339819,3,Biology,Biochemistry,Gene,Transcription factor,5
C135763542,3,Biology,Biochemistry,Gene,Genotype,5
C190385971,3,Medicine,Emergency medicine,Poison control,Injury prevention,4
C165347436,3,Political science,Law,Publishing,Project commissioning,4
C89227174,3,Physics,Quantum mechanics,Power (physics),Electric power system,4
C188947578,3,Medicine,Pathology,Alternative medicine,Traditional Chinese medicine,4
C526869908,3,Medicine,Emergency medicine,Poison control,Suicide prevention,4
C108615695,3,Geography,Archaeology,Coal,Coal mining,3
C80899671,3,Mathematics,Combinatorics,Graph,Vertex (graph theory),3
C2779457091,3,Medicine,Family medicine,Pharmacy,Pharmacist,3
C182748727,3,Physics,Mechanics,Turbulence,Reynolds number,3
C526805850,3,Biology,Genetics,Cancer,Colorectal cancer,3
C166735990,3,Medicine,Emergency medicine,Poison control,Human factors and ergonomics,3
C2983189541,3,,,,Sleep quality,3
C193252679,3,Biology,Biochemistry,Gene,Phylogenetic tree,3
C143065580,3,Biology,Biochemistry,Gene,Mutant,3
C75545042,3,Geography,Archaeology,Tourism,Tourism geography,3
C46973012,3,Biology,Genetics,Pregnancy,Gestation,3
C113145756,3,Engineering,Electrical engineering,Antenna (radio),Dipole antenna,2
C542948173,3,Political science,Law,Politics,Communism,2
C2778260677,3,Medicine,Internal medicine,Disease,Inflammatory bowel disease,2
C2777775583,3,Biology,Botany,Larva,Aedes aegypti,2
C2780303639,3,Biology,Endocrinology,Kidney,Kidney transplantation,2
C2780427987,3,Biology,Genetics,Cancer,Ovarian cancer,2
C14279187,3,Computer science,Operating system,Global Positioning System,GNSS applications,2
C203776342,3,Mathematics,Combinatorics,Graph,Line graph,2
C105580179,3,Biology,Biochemistry,Gene,Messenger RNA,2
C168197293,3,Biology,Botany,Pollen,Pollination,2
C2780479503,3,Medicine,Internal medicine,Disease,Ulcerative colitis,2
C2779609443,3,Medicine,Internal medicine,Transplantation,Liver transplantation,2
C2777234453,3,Biology,Genetics,Bacteria,Flora (microbiology),2
C34355311,3,Political science,Law,Politics,International relations,2
C199635899,3,Physics,Quantum mechanics,Magnetic field,Earth's magnetic field,2
C2779734285,3,Medicine,Internal medicine,Disease,Parkinson's disease,2
C2776306927,3,Geography,Archaeology,German,Germanic languages,2
C2779483572,3,Medicine,Internal medicine,Disease,Dementia,2
C529173508,3,Computer science,Operating system,Software,Software development,2
C2777975735,3,Medicine,Pathology,Tuberculosis,Mycobacterium tuberculosis,2
C170349913,3,Engineering,Electrical engineering,Antenna (radio),Microstrip antenna,2
C149946192,3,Computer science,Operating system,Wireless,Cognitive radio,2
C53537400,3,Economics,Economic growth,Literacy,Numeracy,2
C2776164576,3,Medicine,Pathology,Alternative medicine,Osteoarthritis,2
C151764478,3,Engineering,Electrical engineering,Antenna (radio),Radiation pattern,2
C2778205975,3,,,,Polysomnography,2
C2780801004,3,Biology,Genetics,Antibody,Immunization,2
C147077947,3,Sociology,Demography,Population,Socioeconomic status,2
C108411613,3,Physics,Quantum mechanics,Magnetic field,Solar wind,2
C136525101,3,Medicine,Pathology,Alternative medicine,Fabrication,2
C56837625,3,Medicine,Pathology,Alternative medicine,Acupuncture,2
C90132467,3,Biology,Biochemistry,Gene,Phylogenetics,2
C512716672,3,Biology,Cell biology,Embryo,In vitro fertilisation,2
C2778706068,3,Biology,Botany,Larva,Chironomidae,2
C9417928,3,Computer science,Artificial intelligence,Image (mathematics),Image processing,2
C158071213,3,Political science,Law,Politics,Ideology,2
C3008058167,4,Internal medicine,Disease,Infectious disease (medical specialty),Coronavirus disease 2019 (COVID-19),24
C149364088,4,Biochemistry,Gene,Messenger RNA,Translation (biology),3
C102789151,4,Botany,Pollen,Pollination,Pollinator,2
C158448853,4,Biochemistry,Gene,Gene expression,Repressor,2
C44465124,4,Biochemistry,Gene,Phylogenetic tree,Clade,2
C2779491563,4,Biochemistry,Gene,Mutant,Arabidopsis,2
C89623803,5,Disease,Infectious disease (medical specialty),Coronavirus disease 2019 (COVID-19),Pandemic,2
C17020691,5,Gene,Gene expression,Repressor,Operator (biology),2
